ShaharID, group, counterbalance, block_type, block, delay_condition, trial, chosen, unchosen, offer_left_image, offer_right_image, exp_value_chosen, exp_value_unchosen, choice_location, choice_key, exp_value1, exp_value2, exp_value3, exp_value4, RT, reward, coins_per_block, coins_per_task,ITI_duration,rt_deadline,choice_feedback_duration,outcome_duration
RnZwUw1v,100,0, practice, 1, 1, 1, 2, 3, 3, 2, 0.45, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 3.293074799934402, 0, 0.000000,0.000000,1.000000,6.000000,0.500000,1.000000
RnZwUw1v,100,0, practice, 1, 1, 2, 3, 1, 3, 1, 0.55, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 1.1766766000073403, 1, 1.000000,1.000000,1.000000,6.000000,0.500000,1.000000
RnZwUw1v,100,0, practice, 1, 1, 3, 4, 2, 4, 2, 0.65, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 1.6176368000451475, 1, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
RnZwUw1v,100,0, practice, 1, 1, 4, 4, 2, 2, 4, 0.65, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 1.037155499914661, 0, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
RnZwUw1v,100,0, practice, 1, 1, 5, 4, 2, 4, 2, 0.65, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 1.708024200052023, 1, 3.000000,3.000000,1.000000,6.000000,0.500000,1.000000
RnZwUw1v,100,0, test, 1, 1, 1, 2, 3, 3, 2, 0.45, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 1.3777487999759614, 0, 0.000000,3.000000,1.000000,6.000000,0.500000,1.000000
RnZwUw1v,100,0, test, 1, 1, 2, 1, 4, 4, 1, 0.35, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 2.512047199998051, 1, 1.000000,4.000000,1.000000,6.000000,0.500000,1.000000
RnZwUw1v,100,0, test, 1, 1, 3, 1, 2, 2, 1, 0.35, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 2.473435799824074, 1, 2.000000,5.000000,1.000000,6.000000,0.500000,1.000000
RnZwUw1v,100,0, test, 1, 1, 4, 1, 2, 1, 2, 0.35, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 1.5756657000165433, 1, 3.000000,6.000000,1.000000,6.000000,0.500000,1.000000
RnZwUw1v,100,0, test, 1, 1, 5, 2, 3, 3, 2, 0.45, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 1.1896975999698043, 0, 3.000000,6.000000,1.000000,6.000000,0.500000,1.000000
