ShaharID, group, counterbalance, block_type, block, delay_condition, trial, chosen, unchosen, offer_left_image, offer_right_image, exp_value_chosen, exp_value_unchosen, choice_location, choice_key, exp_value1, exp_value2, exp_value3, exp_value4, RT, reward, coins_per_block, coins_per_task,ITI_duration,rt_deadline,choice_feedback_duration,outcome_duration
KY28Zyiu,100,0, practice, 1, 1, 1, 2, 3, 3, 2, 0.45, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 3.0809510000108276, 0, 0.000000,0.000000,1.000000,6.000000,0.500000,1.000000
KY28Zyiu,100,0, practice, 1, 1, 2, 4, 2, 2, 4, 0.65, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 1.113097800000105, 0, 0.000000,0.000000,1.000000,6.000000,0.500000,1.000000
KY28Zyiu,100,0, practice, 1, 1, 3, 1, 4, 1, 4, 0.35, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.988036299997475, 1, 1.000000,1.000000,1.000000,6.000000,0.500000,1.000000
KY28Zyiu,100,0, practice, 1, 1, 4, 3, 4, 3, 4, 0.55, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.6729120999953011, 1, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
KY28Zyiu,100,0, practice, 1, 1, 5, 1, 3, 1, 3, 0.35, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.8982664000068326, 0, 2.000000,2.000000,1.000000,6.000000,0.500000,1.000000
KY28Zyiu,100,0, test, 1, 1, 1, 4, 2, 4, 2, 0.65, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 1.8163533000042662, 0, 0.000000,2.000000,1.000000,6.000000,0.500000,1.000000
KY28Zyiu,100,0, test, 1, 1, 2, 2, 3, 2, 3, 0.45, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.8374839000025531, 0, 0.000000,2.000000,1.000000,6.000000,0.500000,1.000000
KY28Zyiu,100,0, test, 1, 1, 3, 1, 4, 1, 4, 0.35, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 1.2406058999913512, 1, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
KY28Zyiu,100,0, test, 1, 1, 4, 1, 4, 1, 4, 0.35, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.7080257999914465, 0, 1.000000,3.000000,1.000000,6.000000,0.500000,1.000000
KY28Zyiu,100,0, test, 1, 1, 5, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 1.0679018999944674, 1, 2.000000,4.000000,1.000000,6.000000,0.500000,1.000000
KY28Zyiu,100,0, test, 1, 1, 6, 2, 4, 2, 4, 0.45, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 1.5980328000005102, 0, 2.000000,4.000000,1.000000,6.000000,0.500000,1.000000
KY28Zyiu,100,0, test, 1, 1, 7, 1, 4, 4, 1, 0.35, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.9386153000086779, 1, 3.000000,5.000000,1.000000,6.000000,0.500000,1.000000
KY28Zyiu,100,0, test, 1, 1, 8, 1, 3, 3, 1, 0.35, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.9179801999998745, 0, 3.000000,5.000000,1.000000,6.000000,0.500000,1.000000
KY28Zyiu,100,0, test, 1, 1, 9, 2, 1, 1, 2, 0.45, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 1.53398880000168, 1, 4.000000,6.000000,1.000000,6.000000,0.500000,1.000000
KY28Zyiu,100,0, test, 1, 1, 10, 2, 1, 2, 1, 0.45, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 0.9411694000009447, 1, 5.000000,7.000000,1.000000,6.000000,0.500000,1.000000
KY28Zyiu,100,0, test, 1, 1, 11, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 1.4407607000030112, 1, 6.000000,8.000000,1.000000,6.000000,0.500000,1.000000
KY28Zyiu,100,0, test, 1, 1, 12, 1, 4, 4, 1, 0.35, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 1.1560129999998026, 0, 6.000000,8.000000,1.000000,6.000000,0.500000,1.000000
KY28Zyiu,100,0, test, 1, 1, 13, 4, 1, 4, 1, 0.65, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 0.6943946999963373, 1, 7.000000,9.000000,1.000000,6.000000,0.500000,1.000000
KY28Zyiu,100,0, test, 1, 1, 14, 3, 2, 3, 2, 0.55, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 2.329403199997614, 0, 7.000000,9.000000,1.000000,6.000000,0.500000,1.000000
KY28Zyiu,100,0, test, 1, 1, 15, 1, 3, 3, 1, 0.35, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 1.7727455999993253, 0, 7.000000,9.000000,1.000000,6.000000,0.500000,1.000000
